Name,Survived,Boarded,MWC,Age,Adut_or_Chld,Sex,Paid,Class_Dept,Class
"HARDWICK, Mr Reginald",Survived,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"HARDY, Mr John",Survived,Belfast,Man,40,Adult,Male,,Victualling Crew,V
"HARGADON, Miss Catherine",Died,Queenstown,Woman,17,Adult,Female,7.73333333,,3
"HARKNETT, Miss Alice Phoebe",Died,Southampton,Woman,21,Adult,Female,7.55,3rd Class Passenger,3
"HARPER, Miss Annie Jessie",Survived,Southampton,Child,6,Child,Female,33,2nd Class Passenger,2
"HARPER, Mr Henry Sleeper",Survived,Cherbourg,Man,48,Adult,Male,76.7291667,1st Class Passenger,1
"HARPER, Mrs Myra Raymond",Survived,Cherbourg,Woman,49,Adult,Female,76.7291667,,1
"HARPER, Rev. John",Died,Southampton,Man,39,Adult,Male,33,2nd Class Passenger,2
"HARRINGTON, Mr Charles Henry",Died,Southampton,Man,37,Adult,Male,42.4,1st Class PassengerServant,1
"HARRIS, Mr Amos",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"HARRIS, Mr Charles William",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"HARRIS, Mr Clifford Henry",Died,Southampton,Man,16,Adult,Male,,Victualling Crew,V
"HARRIS, Mr Edward John",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"HARRIS, Mr Edward Matthew",Died,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"HARRIS, Mr Frederick",Survived,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"HARRIS, Mr George",Survived,Southampton,Man,62,Adult,Male,10.5,2nd Class Passenger,2
"HARRIS, Mr Henry Birkhardt",Died,Southampton,Man,45,Adult,Male,83.475,1st Class Passenger,1
"HARRIS, Mr Walter",Died,Southampton,Man,44,Adult,Male,10.5,2nd Class Passenger,2
"HARRIS, Mrs Irene",Survived,Southampton,Woman,35,Adult,Female,83.475,1st Class Passenger,1
"HARRISON, Mr Araga Drummond",Survived,Southampton,Man,40,Adult,Male,,Victualling Crew,V
"HARRISON, Mr Norman E.",Died,Belfast,Man,38,Adult,Male,,Engineering Crew,E
"HARRISON, Mr William Henry",Died,Southampton,Man,45,Adult,Male,0,1st Class PassengerServant,1
"HART, Miss Eva Miriam",Survived,Southampton,Child,7,Child,Female,26.25,2nd Class Passenger,2
"HART, Mr Benjamin",Died,Southampton,Man,47,Adult,Male,26.25,2nd Class Passenger,2
"HART, Mr Henry",Died,Queenstown,Man,28,Adult,Male,6.85833333,3rd Class Passenger,3
"HART, Mr James",Died,Southampton,Man,49,Adult,Male,,Engineering Crew,E
"HART, Mr John Edward",Survived,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"HART, Mrs Esther Ada",Survived,Southampton,Woman,48,Adult,Female,26.25,2nd Class Passenger,2
"HARTLEY, Mr Wallace Henry",Died,Southampton,Man,33,Adult,Male,0,2nd Class PassengerMusician,2
"HARTNELL, Mr Fred",Survived,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"HARVEY, Mr Herbert Gifford",Died,Belfast,Man,34,Adult,Male,,Engineering Crew,E
"HASLIN, Mr James",Died,Southampton,Man,45,Adult,Male,,Engineering Crew,E
"HASSAB, Mr Hammad",Survived,Cherbourg,Man,27,Adult,Male,76.7291667,1st Class PassengerServant,1
"HASSAN ABILMONA, Mr Houssein Mohamed",Died,Cherbourg,Child,11,Child,Male,18.7875,3rd Class Passenger,3
"HATCH, Mr Hugh",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"HAWKESWORTH, Mr James",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"HAWKESWORTH, Mr William Walter",Died,Southampton,Man,43,Adult,Male,,Victualling Crew,V
"HAWKSFORD, Mr Walter James",Survived,Southampton,Man,45,Adult,Male,30,1st Class Passenger,1
"HAYS, Miss Margaret Bechstein",Survived,Cherbourg,Woman,24,Adult,Female,83.1583333,1st Class Passenger,1
"HAYS, Mr Charles Melville",Died,Southampton,Man,55,Adult,Male,93.5,1st Class Passenger,1
"HAYS, Mrs Clara Jennings",Survived,Southampton,Woman,52,Adult,Female,93.5,1st Class Passenger,1
"HAYTER, Mr Arthur",Died,Belfast,Man,44,Adult,Male,,Victualling Crew,V
"HEAD, Mr Alfred",Died,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"HEAD, Mr Christopher",Died,Southampton,Man,42,Adult,Male,42.5,1st Class Passenger,1
"HEALY, Miss Hanora Nora",Survived,Queenstown,Woman,29,Adult,Female,7.75,,3
"HEBB, Mr William Albert",Survived,Southampton,Man,22,Adult,Male,,Engineering Crew,E
"HEDMAN, Mr Oskar Arvid",Survived,Southampton,Man,27,Adult,Male,6.975,3rd Class Passenger,3
"HEE, Mr Ling",Survived,Southampton,Man,24,Adult,Male,56.4958333,3rd Class Passenger,3
"HEGARTY, Miss Hanora Nora",Died,Queenstown,Woman,18,Adult,Female,6.75,,3
"HEIKKINEN, Miss Laina",Survived,Southampton,Woman,26,Adult,Female,7.925,3rd Class Passenger,3
"HEINEN, Mr Joseph Dominichus",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"HEININEN, Miss Wendla Maria",Died,Southampton,Woman,23,Adult,Female,7.925,3rd Class Passenger,3
"HELLSTRM, Miss Hilda Maria",Survived,Southampton,Woman,22,Adult,Female,8.9625,3rd Class Passenger,3
"HEMMING, Mr Samuel Ernest",Survived,Belfast,Man,43,Adult,Male,,Deck Crew,D
"HENDEKOVIC, Mr Ignjac",Died,Southampton,Man,28,Adult,Male,7.89583333,3rd Class Passenger,3
"HENDRICKSON, Mr Charles Osker",Survived,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"HENDY, Mr Edward Martin",Died,Belfast,Man,39,Adult,Male,,Victualling Crew,V
"HENRIKSSON, Miss Jenny Lovisa",Died,Southampton,Woman,28,Adult,Female,7.775,3rd Class Passenger,3
"HENRY, Miss Bridget Delia",Died,Queenstown,Woman,21,Adult,Female,7.75,3rd Class Passenger,3
"HENSFORD, Mr Herbert George Ernest",Died,Southampton,Man,26,Adult,Male,,Victualling Crew,V
"HERMAN, Miss Alice",Survived,Southampton,Woman,23,Adult,Female,65,2nd Class Passenger,2
"HERMAN, Miss Kate",Survived,Southampton,Woman,23,Adult,Female,65,2nd Class Passenger,2
"HERMAN, Mr Samuel",Died,Southampton,Man,49,Adult,Male,65,2nd Class Passenger,2
"HERMAN, Mrs Jane",Survived,Southampton,Woman,48,Adult,Female,65,2nd Class Passenger,2
"HESKETH, Mr John Henry",Died,Belfast,Man,33,Adult,Male,,Engineering Crew,E
"HEWITT, Mr Thomas",Died,Belfast,Man,37,Adult,Male,,Victualling Crew,V
"HEWLETT, Mrs Mary Dunbar",Survived,Southampton,Woman,56,Adult,Female,16,2nd Class Passenger,2
"HICHENS, Mr Robert",Survived,Southampton,Man,29,Adult,Male,,Deck Crew,D
"HICKMAN, Mr Leonard Mark",Died,Southampton,Man,24,Adult,Male,73.5,2nd Class Passenger,2
"HICKMAN, Mr Lewis",Died,Southampton,Man,30,Adult,Male,73.5,2nd Class Passenger,2
"HICKMAN, Mr Stanley George",Died,Southampton,Man,20,Adult,Male,73.5,2nd Class Passenger,2
"HILL, Mr H. P.",Died,Southampton,Man,36,Adult,Male,,Victualling Crew,V
"HILL, Mr James",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"HILL, Mr James Colston",Died,Belfast,Man,38,Adult,Male,,Victualling Crew,V
"HILLIARD, Mr Herbert Henry",Died,Southampton,Man,44,Adult,Male,51.8625,1st Class Passenger,1
"HILTUNEN, Miss Marta",Died,Southampton,Woman,18,Adult,Female,13,2nd Class Passenger,2
"HINCKLEY, Mr George Herbert",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"HINE, Mr William Edward",Died,Southampton,Man,36,Adult,Male,,Victualling Crew,V
"HINTON, Mr Stephen William",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"HIPKINS, Mr William Edward",Died,Southampton,Man,55,Adult,Male,50,1st Class Passenger,1
"HIPPACH, Miss Jean Gertrude",Survived,Cherbourg,Woman,17,Adult,Female,57.9791667,1st Class Passenger,1
"HIPPACH, Mrs Ida Sophia",Survived,Cherbourg,Woman,44,Adult,Female,57.9791667,1st Class Passenger,1
"HIRVONEN, Miss Hildur Elisabeth",Survived,Southampton,Child,2,Child,Female,12.2875,3rd Class Passenger,3
"HIRVONEN, Mrs Helga Elisabeth Lindqvist",Survived,Southampton,Woman,22,Adult,Female,12.2875,3rd Class Passenger,3
"HISCOCK, Mr Sydney George",Died,Southampton,Man,22,Adult,Male,,Victualling Crew,V
"HOARE, Mr Leonard James",Died,Belfast,Man,16,Adult,Male,,Victualling Crew,V
"HOCKING, Miss Ellen Nellie",Survived,Southampton,Woman,20,Adult,Female,23,,2
"HOCKING, Mr Richard George",Died,Southampton,Man,23,Adult,Male,11.5,2nd Class Passenger,2
"HOCKING, Mr Samuel James Metcalfe",Died,Southampton,Man,36,Adult,Male,13,2nd Class Passenger,2
"HOCKING, Mrs Elizabeth Eliza",Survived,Southampton,Woman,54,Adult,Female,23,,2
"HODGE, Mr Charley",Died,Belfast,Man,29,Adult,Male,,Engineering Crew,E
"HODGES, Mr Henry Price",Died,Southampton,Man,50,Adult,Male,13,2nd Class Passenger,2
"HODGES, Mr W.",Died,Southampton,Man,26,Adult,Male,,Engineering Crew,E
"HODGKINSON, Mr Leonard",Died,Belfast,Man,46,Adult,Male,,Engineering Crew,E
"HOGEBOOM, Mrs Anna Louisa",Survived,Cherbourg,Woman,51,Adult,Female,77.9583333,1st Class Passenger,1
"HOGG, Mr Charles William",Died,Southampton,Man,43,Adult,Male,,Victualling Crew,V
"HOGG, Mr George Alfred",Survived,Belfast,Man,29,Adult,Male,,Deck Crew,D
"HOGUE, Mr E.",Died,Southampton,Man,22,Adult,Male,,Victualling Crew,V
"HOLD, Mr Stephen",Died,Southampton,Man,44,Adult,Male,26,2nd Class Passenger,2
"HOLD, Mrs Annie Margaret",Survived,Southampton,Woman,29,Adult,Female,26,2nd Class Passenger,2
"HOLLAND, Mr Thomas",Died,Belfast,Man,28,Adult,Male,,Victualling Crew,V
"HOLLOWAY, Mr Sidney",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"HOLM, Mr John Fredrik Alexander",Died,Southampton,Man,43,Adult,Male,6.45,3rd Class Passenger,3
"HOLMAN, Mr Harry",Died,Belfast,Man,28,Adult,Male,,Deck Crew,D
"HOLTHEN, Mr Johan Martin",Died,Southampton,Man,28,Adult,Male,22.525,3rd Class Passenger,3
"HOLVERSON, Mr Alexander Oskar",Died,Southampton,Man,42,Adult,Male,52,1st Class Passenger,1
"HOLVERSON, Mrs Mary Aline",Survived,Southampton,Woman,35,Adult,Female,52,1st Class Passenger,1
"HOMER, Mr Harry",Survived,Southampton,Man,40,Adult,Male,26.55,1st Class Passenger,1
"HONKANEN, Miss Eliina",Survived,Southampton,Woman,27,Adult,Female,7.925,3rd Class Passenger,3
"HOOD, Mr Ambrose Jr",Died,Southampton,Man,21,Adult,Male,73.5,2nd Class Passenger,2
"HOPGOOD, Mr Roland John C.",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"HOPKINS, Mr Frederick William",Died,Southampton,Man,16,Adult,Male,,Victualling Crew,V
"HOPKINS, Mr Robert John",Survived,Southampton,Man,40,Adult,Male,,Deck Crew,D
"HORGAN, Mr John",Died,Queenstown,Man,22,Adult,Male,7.75,3rd Class Passenger,3
"HORSWILL, Mr Albert Edward James",Survived,Southampton,Man,33,Adult,Male,,Deck Crew,D
"HOSGOOD, Mr Richard William",Died,Southampton,Man,22,Adult,Male,,Engineering Crew,E
"HOSKING, Mr George Fox",Died,Belfast,Man,36,Adult,Male,,Engineering Crew,E
"HOSONO, Mr Masabumi",Survived,Southampton,Man,41,Adult,Male,13,2nd Class Passenger,2
"HOUSE, Mr William John",Died,Belfast,Man,38,Adult,Male,,Victualling Crew,V
"HOWARD, Miss May Elizabeth",Survived,Southampton,Woman,26,Adult,Female,8.05,3rd Class Passenger,3
"HOWARD, Mr Benjamin",Died,Southampton,Man,63,Adult,Male,26,2nd Class Passenger,2
"HOWARD, Mrs Ellen Truelove",Died,Southampton,Woman,61,Adult,Female,26,2nd Class Passenger,2
"HOWELL, Mr Arthur Albert",Died,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"HOYT, Mr Frederick Maxfield",Survived,Southampton,Man,38,Adult,Male,100,1st Class Passenger,1
"HOYT, Mr William Fisher",Died,Cherbourg,Man,42,Adult,Male,30.6958333,1st Class Passenger,1
"HOYT, Mrs Jane Anne",Survived,Southampton,Woman,31,Adult,Female,100,1st Class Passenger,1
"HUGHES, Mr William Thomas",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"HUMBLEN, Mr Adolf Mathias Nicolai Olsen",Died,Southampton,Man,42,Adult,Male,7.65,3rd Class Passenger,3
"HUMBY, Mr Frederick Charles",Died,Southampton,Man,17,Adult,Male,,Victualling Crew,V
"HUME, Mr John Law",Died,Southampton,Man,21,Adult,Male,0,2nd Class PassengerMusician,2
"HUMPHREYS, Mr Humphrey",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"HUMPHREYS, Mr Sidney James",Survived,Southampton,Man,48,Adult,Male,,Deck Crew,D
"HUNT, Mr Albert Sylvanus",Survived,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"HUNT, Mr George Henry",Died,Southampton,Man,33,Adult,Male,12.275,2nd Class Passenger,2
"HUNT, Mr Tom",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"HURST, Mr Charles John",Died,Southampton,Man,35,Adult,Male,,Engineering Crew,E
"HURST, Mr Walter",Survived,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"HUTCHINSON, Mr James",Died,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"HUTCHINSON, Mr John Hall",Died,Belfast,Man,26,Adult,Male,,Deck Crew,D
"HYLAND, Mr James Leo",Survived,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"HYMAN, Mr Abraham Joseph",Survived,Southampton,Man,34,Adult,Male,7.8875,3rd Class Passenger,3
"IBRAHIM SHAWAH, Mr Yousseff",Died,Cherbourg,Man,33,Adult,Male,14.4583333,3rd Class Passenger,3
"ICARD, Miss Rose Amlie",Survived,Southampton,Woman,39,Adult,Female,80,1st Class PassengerServant,1
"IDE, Mr Harry John",Died,Southampton,Man,31,Adult,Male,,Victualling Crew,V
"ILETT, Miss Bertha",Survived,Southampton,Woman,17,Adult,Female,10.5,2nd Class Passenger,2
"ILIEFF, Mr Ylio",Died,Southampton,Man,32,Adult,Male,7.89583333,3rd Class Passenger,3
"ILMAKANGAS, Miss Ida Livija",Died,Southampton,Woman,27,Adult,Female,7.925,3rd Class Passenger,3
"ILMAKANGAS, Miss Pieta Sofia",Died,Southampton,Woman,25,Adult,Female,7.925,3rd Class Passenger,3
"INGRAM, Mr George",Died,Southampton,Man,20,Adult,Male,,Engineering Crew,E
"INGROUILLE, Mr Henry",Died,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"INGS, Mr William Ernest",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"INSTANCE, Mr T.",Died,Southampton,Man,33,Adult,Male,,Engineering Crew,E
"ISHAM, Miss Ann Elizabeth",Died,Cherbourg,Woman,50,Adult,Female,28.7125,1st Class Passenger,1
"ISMAY, Mr Joseph Bruce",Survived,Southampton,Man,49,Adult,Male,0,1st Class Passenger,1
"IVANOFF, Mr Kanio",Died,Southampton,Man,20,Adult,Male,7.89583333,3rd Class Passenger,3
"JABBUR (ZABOUR), Miss Hileni",Died,Cherbourg,Woman,16,Adult,Female,14.4541667,3rd Class Passenger,3
"JABBUR (ZABOUR), Miss Thamine",Died,Cherbourg,Woman,19,Adult,Female,14.4541667,3rd Class Passenger,3
"JACKOPSON, Mr John Henry",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"JACKSON, Mr Cecil",Died,Belfast,Man,22,Adult,Male,,Victualling Crew,V
"JACOBSOHN, Mr Sidney Samuel",Died,Southampton,Man,43,Adult,Male,27,2nd Class Passenger,2
"JACOBSOHN, Mrs Amy Frances Christy",Survived,Southampton,Woman,24,Adult,Female,27,2nd Class Passenger,2
"JAGO, Mr Joseph",Died,Southampton,Man,57,Adult,Male,,Engineering Crew,E
"JAILLET, Mr Henri Marie",Died,Southampton,Man,38,Adult,Male,,Restaurant Staff,R
"JAL?EVAC, Mr Ivan",Survived,Cherbourg,Man,29,Adult,Male,7.89583333,3rd Class Passenger,3
"JAMES, Mr Thomas",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"JANAWAY, Mr William Frank",Died,Belfast,Man,35,Adult,Male,,Victualling Crew,V
"JANIN, Mr Claude Marie",Died,Southampton,Man,29,Adult,Male,,Restaurant Staff,R
"JANSSON, Mr Carl Olof",Survived,Southampton,Man,21,Adult,Male,7.79583333,3rd Class Passenger,3
"JARDIM, Mr Jos Neto",Died,Southampton,Man,21,Adult,Male,7.05,3rd Class Passenger,3
"JARVIS, Mr Denzil John",Died,Southampton,Man,47,Adult,Male,15,2nd Class Passenger,2
"JEFFERY, Mr William Alfred",Died,Southampton,Man,28,Adult,Male,,Restaurant Staff,R
"JEFFERYS, Mr Clifford Thomas",Died,Southampton,Man,24,Adult,Male,31.5,2nd Class Passenger,2
"JEFFERYS, Mr Ernest Wilfred",Died,Southampton,Man,22,Adult,Male,31.5,2nd Class Passenger,2
"JENKIN, Mr Stephen Curnow",Died,Southampton,Man,32,Adult,Male,10.5,2nd Class Passenger,2
"JENNER, Mr Thomas Henry (Harry)",Died,Belfast,Man,55,Adult,Male,,Victualling Crew,V
"JENSEN, Mr Charles Valdemar",Died,Southampton,Man,25,Adult,Male,,Victualling Crew,V
"JENSEN, Mr Hans Peder",Died,Southampton,Man,20,Adult,Male,7.85416667,3rd Class Passenger,3
"JENSEN, Mr Niels Peder (Rasmus)",Died,Southampton,Man,48,Adult,Male,7.05416667,,3
"JENSEN, Mr Svend Lauritz",Died,Southampton,Man,17,Adult,Male,7.85416667,3rd Class Passenger,3
"JERMYN, Miss Annie Jane",Survived,Queenstown,Woman,26,Adult,Female,7.75,3rd Class Passenger,3
"JERWAN, Mrs Marie Marthe",Survived,Cherbourg,Woman,23,Adult,Female,13.7916667,2nd Class Passenger,2
"JESSOP, Miss Violet Constance",Survived,Southampton,Woman,24,Adult,Female,,Victualling Crew,V
"JEWELL, Mr Archie",Survived,Belfast,Man,23,Adult,Male,,Deck Crew,D
"JOAS, Mr N.",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"JOHANNESEN, Mr Bernt Johannes",Survived,Southampton,Man,29,Adult,Male,8.1125,3rd Class Passenger,3
"JOHANSON, Mr Jakob Alfred",Died,Southampton,Man,34,Adult,Male,6.49583333,3rd Class Passenger,3
"JOHANSSON PALMQUIST, Mr Oskar Leander",Survived,Southampton,Man,26,Adult,Male,7.775,3rd Class Passenger,3
"JOHANSSON, Mr Erik",Died,Southampton,Man,22,Adult,Male,7.79583333,3rd Class Passenger,3
"JOHANSSON, Mr Gustaf Joel",Died,Southampton,Man,33,Adult,Male,8.65416667,3rd Class Passenger,3
"JOHANSSON, Mr Karl Johan",Died,Southampton,Man,31,Adult,Male,7.775,3rd Class Passenger,3
"JOHANSSON, Mr Nils",Died,Southampton,Man,29,Adult,Male,7.85416667,3rd Class Passenger,3
"JOHNSON, Master Harold Theodor",Survived,Southampton,Child,4,Child,Male,11.1333333,3rd Class Passenger,3
"JOHNSON, Miss Eleanor Ileen",Survived,Southampton,Child,1,Child,Female,11.1333333,3rd Class Passenger,3
"JOHNSON, Mr August",Died,Southampton,Man,49,Adult,Male,0,3rd Class Passenger,3
"JOHNSON, Mr Malkolm Joackim",Died,Southampton,Man,33,Adult,Male,7.775,3rd Class Passenger,3
"JOHNSON, Mr William Cahoone Jr.",Died,Southampton,Man,19,Adult,Male,0,3rd Class Passenger,3
"JOHNSON, Mrs Elisabeth Vilhelmina",Survived,Southampton,Woman,26,Adult,Female,11.1333333,3rd Class Passenger,3
"JOHNSTON, Master William Andrew",Died,Southampton,Child,8,Child,Male,23.45,3rd Class Passenger,3
"JOHNSTON, Miss Catherine Nellie",Died,Southampton,Child,7,Child,Female,23.45,3rd Class Passenger,3
"JOHNSTON, Mr Andrew Emslie",Died,Southampton,Man,35,Adult,Male,23.45,3rd Class Passenger,3
"JOHNSTON, Mr James",Survived,Belfast,Man,41,Adult,Male,,Victualling Crew,V
"JOHNSTON, Mrs Eliza",Died,Southampton,Woman,34,Adult,Female,23.45,3rd Class Passenger,3
"JONES, Mr Albert",Died,Southampton,Man,17,Adult,Male,,Victualling Crew,V
"JONES, Mr Arthur Ernest",Died,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"JONES, Mr Charles Cresson",Died,Southampton,Man,46,Adult,Male,26,1st Class Passenger,1
"JONES, Mr H.",Died,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"JONES, Mr Thomas William",Survived,Southampton,Man,32,Adult,Male,,Deck Crew,D
"JONES, Mr Victor Reginald",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"JONKOFF, Mr Lalio",Died,Southampton,Man,23,Adult,Male,7.89583333,3rd Class Passenger,3
"JONSSON, Mr Carl",Survived,Southampton,Man,25,Adult,Male,7.85416667,3rd Class Passenger,3
"JNSSON, Mr Nils Hilding",Died,Southampton,Man,27,Adult,Male,7.85416667,3rd Class Passenger,3
"JOSEPH (SHAHIN), Mr Elias",Died,Cherbourg,Man,39,Adult,Male,7.22916667,3rd Class Passenger,3
"JOUANNAULT, Mr Georges Jules",Died,Southampton,Man,24,Adult,Male,,Restaurant Staff,R
"JOUGHIN, Mr Charles John",Survived,Belfast,Man,32,Adult,Male,,Victualling Crew,V
"JUDD, Mr Charles Edward",Survived,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"JUKES, Mr Henry James",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"JULIAN, Mr Henry Forbes",Died,Southampton,Man,50,Adult,Male,26,1st Class Passenger,1
"JUPE, Mr Boykett Herbert",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"JUSSILA, Miss Katriina",Died,Southampton,Woman,20,Adult,Female,9.84166667,3rd Class Passenger,3
"JUSSILA, Miss Mari Aina",Died,Southampton,Woman,21,Adult,Female,9.84166667,3rd Class Passenger,3
"JUSSILA, Mr Eiriik",Survived,Southampton,Man,32,Adult,Male,7.925,3rd Class Passenger,3
"KALLIO, Mr Nikolai Erland",Died,Southampton,Man,17,Adult,Male,7.125,3rd Class Passenger,3
"KALVIK, Mr Johannes Halvorsen",Died,Southampton,Man,21,Adult,Male,8.43333333,3rd Class Passenger,3
"KANTOR, Mr Sinai",Died,Southampton,Man,34,Adult,Male,26,2nd Class Passenger,2
"KANTOR, Mrs Miriam",Survived,Southampton,Woman,24,Adult,Female,26,2nd Class Passenger,2
"KARAJIC, Mr Milan",Died,Southampton,Man,30,Adult,Male,7.89583333,3rd Class Passenger,3
"KARLSSON, Mr Einar Gervasius",Survived,Southampton,Man,21,Adult,Male,7.79583333,3rd Class Passenger,3
"KARLSSON, Mr Julius Konrad Eugen",Died,Southampton,Man,33,Adult,Male,7.85416667,3rd Class Passenger,3
"KARLSSON, Mr Nils August",Died,Southampton,Man,22,Adult,Male,7.52083333,3rd Class Passenger,3
"KARNES, Mrs Claire",Died,Southampton,Woman,28,Adult,Female,21,2nd Class Passenger,2
"KARUN, Miss Manca",Survived,Cherbourg,Child,4,Child,Female,13.4166667,3rd Class Passenger,3
"KARUN, Mr Franz",Survived,Cherbourg,Man,39,Adult,Male,13.4166667,3rd Class Passenger,3
"KASPER, Mr F.",Survived,Southampton,Man,40,Adult,Male,,Engineering Crew,E
"KASSEM HOUSSEIN, Mr Fared",Died,Cherbourg,Man,18,Adult,Male,7.22916667,3rd Class Passenger,3
"KATAVELOS, Mr Vasilios G.",Died,Cherbourg,Man,19,Adult,Male,7.22916667,3rd Class Passenger,3
"KEANE, Miss Nora Agnes",Survived,Queenstown,Woman,46,Adult,Female,12.35,2nd Class Passenger,2
"KEANE, Mr Andrew Andy",Died,Queenstown,Man,23,Adult,Male,7.75,,3
"KEANE, Mr Daniel",Died,Queenstown,Man,35,Adult,Male,12.35,2nd Class Passenger,2
"KEARL, Mr Charles Henry",Died,Southampton,Man,44,Adult,Male,,Engineering Crew,E
"KEARL, Mr George Edward",Died,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"KEEFE, Mr Arthur",Died,Southampton,Man,39,Adult,Male,7.25,3rd Class Passenger,3
"KEEN, Mr Percy Edward",Survived,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"KEEPING, Mr Edwin Herbert",Died,Southampton,Man,33,Adult,Male,211.5,1st Class PassengerServant,1
"KELLAND, Mr Thomas",Died,Southampton,Man,18,Adult,Male,,Victualling Crew,V
"KELLY, Miss Anna Katherine",Survived,Queenstown,Woman,20,Adult,Female,7.75,3rd Class Passenger,3
"KELLY, Miss Mary",Survived,Queenstown,Woman,22,Adult,Female,7.75,3rd Class Passenger,3
"KELLY, Mr James",Died,Southampton,Man,19,Adult,Male,8.05,3rd Class Passenger,3
"KELLY, Mr James",Died,Queenstown,Man,44,Adult,Male,8.05,3rd Class Passenger,3
"KELLY, Mr James",Died,Southampton,Man,44,Adult,Male,8.05,3rd Class Passenger,3
